,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
3922,"""/questions/3081916/convert-int-to-string""",565,11,Convert int to string?,How can I convert an int datatype into a string datatype in C#?,"['c#', 'string', 'int']",2010-06-21
3923,"""/questions/12774207/fastest-way-to-check-if-a-file-exists-using-standard-c-c11-14-17-c""",565,23,"Fastest way to check if a file exists using standard C++/C++11,14,17/C?","I would like to find the fastest way to check if a file exists in standard C++11, 14, 17, or C. I have thousands of files and before doing something on them I need to check if all of them exist. What ...","['c++', 'c', 'file', 'stream']",2012-10-08
3924,"""/questions/8088475/how-to-customise-file-type-to-syntax-associations-in-sublime-text""",565,6,How to customise file type to syntax associations in Sublime Text?,"I'd like Sublime 2 editor to treat *.sbt files (to highlight syntax) as Scala language, same as *.scala, but I can't find where to set this up. Do you happen to know?","['syntax-highlighting', 'sublimetext']",2011-11-11
3925,"""/questions/4057196/how-do-you-query-for-is-not-null-in-mongo""",565,11,"How do you query for ""is not null"" in Mongo?","I would like to execute a following query:

db.mycollection.find(HAS IMAGE URL)
What should be the correct syntax?","['mongodb', 'database', 'nosql']",2010-10-30
3926,"""/questions/3881/illegalargumentexception-or-nullpointerexception-for-a-null-parameter""",565,26,IllegalArgumentException or NullPointerException for a null parameter? [closed],"I have a simple setter method for a property and null is not appropriate for this particular property. I have always been torn in this situation: should I throw an IllegalArgumentException, or a ...","['java', 'exception', 'null', 'nullpointerexception', 'illegalargumentexception']",2008-08-06
3927,"""/questions/32893412/command-line-tools-not-working-os-x-el-capitan-sierra-high-sierra-mojave""",565,15,"Command Line Tools not working - OS X El Capitan, Sierra, High Sierra, Mojave","I just upgraded from Yosemite to El Capitan (and replicated the problem upgrading from El Capitan to Sierra), and when I try to type for example git status inside a terminal, I get the following error:...","['macos', 'macos-sierra', 'osx-elcapitan', 'macos-high-sierra']",2015-10-01
3928,"""/questions/21242110/convert-java-util-date-to-java-time-localdate""",565,13,Convert java.util.Date to java.time.LocalDate,"What is the best way to convert a java.util.Date object to the new JDK 8/JSR-310 java.time.LocalDate?

Date input = new Date();
LocalDate date = ???","['java', 'datetime', 'java-8', 'java-time']",2014-01-20
3929,"""/questions/1726525/is-there-a-way-to-collapse-all-code-blocks-in-eclipse""",565,15,Is there a way to collapse all code blocks in Eclipse?,"Eclipse has that ""+/-"" on the left to expand and collapse blocks of code.

I've got tens of thousands of lines to go through and would really like to just collapse everything, and selectively expand ...","['eclipse', 'ide']",2009-11-13
3930,"""/questions/290548/validate-a-username-and-password-against-active-directory""",565,14,Validate a username and password against Active Directory?,How can I validate a username and password against Active Directory? I simply want to check if a username and password are correct.,"['c#', 'authentication', 'active-directory']",2008-11-14
3931,"""/questions/7678469/should-iboutlets-be-strong-or-weak-under-arc""",565,11,Should IBOutlets be strong or weak under ARC?,"I am developing exclusively for iOS 5 using ARC. Should IBOutlets to UIViews (and subclasses) be strong or weak?

The following:

@property (nonatomic, weak) IBOutlet UIButton *button;
Would get rid ...","['ios', 'objective-c', 'cocoa-touch', 'interface-builder', 'automatic-ref-counting']",2011-10-06
3932,"""/questions/1542073/xdocument-or-xmldocument""",565,7,XDocument or XmlDocument,"I am now learning XmlDocument but I've just ran into XDocument and when I try to search the difference or benefits of them I can't find something useful, could you please tell me why you would use one ...","['c#', 'xml', 'xmldocument', 'linq-to-xml']",2009-10-09
3933,"""/questions/6121271/how-to-remove-time-portion-of-date-in-c-sharp-in-datetime-object-only""",564,40,How to remove time portion of date in C# in DateTime object only?,"I need to remove time portion of date time or probably have the date in following format in object form not in the form of string.

06/26/2009 00:00:00:000
I can not use any string conversion methods ...","['c#', 'datetime']",2011-05-25
3934,"""/questions/7217894/moving-changed-files-to-another-branch-for-check-in""",564,5,moving changed files to another branch for check-in,"This often happens to me: I write some code, go to check in my changes, and then realize I'm not in the proper branch to check in those changes. However I can't switch to another branch without my ...",['git'],2011-08-27
3935,"""/questions/12518876/how-to-check-if-a-file-exists-in-go""",564,13,How to check if a file exists in Go?,Go's standard library does not have a function solely intended to check if a file exists or not (like Python's os.path.exists). What is the idiomatic way to do it?,"['', 'file', 'go', 'standard-library']",2012-09-20
3936,"""/questions/10689055/create-an-empty-data-frame""",564,17,Create an empty data.frame,"I'm trying to initialize a data.frame without any rows. Basically, I want to specify the data types for each column and name them, but not have any rows created as a result.

The best I've been able ...","['r', 'dataframe', 'r-faq']",2012-05-21
3937,"""/questions/1079114/where-does-the-transactional-annotation-belong""",564,19,Where does the @Transactional annotation belong?,Should you place the @Transactional in the DAO classes and/or their methods or is it better to annotate the Service classes which are calling using the DAO objects? Or does it make sense to annotate ...,"['java', 'spring', 'annotations', 'transactions', 'dao']",2009-07-03
3938,"""/questions/733824/how-to-run-a-shell-script-on-a-unix-console-or-mac-terminal""",564,7,How to run a shell script on a Unix console or Mac terminal?,"I know it, forget it and relearn it again. Time to write it down.","['linux', 'bash', 'macos', 'shell', 'unix']",2009-04-09
3939,"""/questions/1260792/import-a-file-from-a-subdirectory""",564,12,Import a file from a subdirectory?,"I have a file called tester.py, located on /project.

/project has a subdirectory called lib, with a file called BoxTime.py:

/project/tester.py
/project/lib/BoxTime.py
I want to import BoxTime from ...","['python', 'python-import']",2009-08-11
3940,"""/questions/16710047/usr-bin-ld-cannot-find-lnameofthelibrary""",564,14,usr/bin/ld: cannot find -l<nameOfTheLibrary>,"I'm trying to compile my program and it returns this error :

usr/bin/ld: cannot find -l<nameOfTheLibrary>
in my makefile I use the command g++ and link to my library which is a symbolic link ...","['c++', 'linux', 'g++']",2013-05-23
3941,"""/questions/3235850/how-to-enter-a-multi-line-command""",564,15,How to enter a multi-line command,"Is it possible to split a PowerShell command line over multiple lines?

In Visual Basic I can use the underscore (_) to continue the command in the next line.","['powershell', 'multiline']",2010-07-13
3942,"""/questions/8405087/what-is-this-date-format-2011-08-12t201746-384z""",564,10,What is this date format? 2011-08-12T20:17:46.384Z,"I have the following date:  2011-08-12T20:17:46.384Z.  What format is this?  I'm trying to parse it with Java 1.4 via DateFormat.getDateInstance().parse(dateStr) and I'm getting
  java.text....","['java', 'date', 'time', 'format', 'simpledateformat']",2011-12-06
3943,"""/questions/573618/set-up-a-scheduled-job""",564,24,Set up a scheduled job?,"I've been working on a web app using Django, and I'm curious if there is a way to schedule a job to run periodically. 

Basically I just want to run through the database and make some calculations/...","['python', 'django', 'web-applications', 'scheduled-tasks']",2009-02-21
3944,"""/questions/34930735/pros-cons-of-using-redux-saga-with-es6-generators-vs-redux-thunk-with-es2017-asy""",564,9,Pros/cons of using redux-saga with ES6 generators vs redux-thunk with ES2017 async/await,"There is a lot of talk about the latest kid in redux town right now, redux-saga/redux-saga. It uses generator functions for listening to/dispatching actions.

Before I wrap my head around it, I would ...","['javascript', 'reactjs', 'redux', 'redux-thunk', 'redux-saga']",2016-01-21
3945,"""/questions/297586/how-to-call-a-soap-web-service-on-android""",564,26,How to call a SOAP web service on Android [closed],"I am having a lot of trouble finding good information on how to call a standard SOAP/WSDL web service with Android. All I've been able to find are either very convoluted documents and references to ""...","['java', 'android', 'web-services', 'soap', 'wsdl']",2008-11-18
3946,"""/questions/7470268/html-input-name-vs-id""",564,13,HTML input - name vs. id [duplicate],"When using the HTML <input> tag, what is the difference between the use of the name and id attributes especially that I found that they are sometimes named the same?","['html', 'html-input']",2011-09-19
3947,"""/questions/17134522/how-to-compare-the-performance-of-android-apps-written-in-java-and-xamarin-c-a""",564,7,How to compare the performance of Android Apps written in Java and Xamarin C#? Anyway to check quantitative data (code & results) [closed],I came across Xamarin claims that their Mono implementation on Android and their C# compiled apps are faster than Java code. Did anyone perform actual benchmarks on very similar Java and C# code on ...,"['c#', 'java', 'android', 'xamarin', 'dot42']",2010-06-30
3948,"""/questions/13950338/how-to-make-an-android-device-vibrate-with-different-frequency""",563,13,How to make an Android device vibrate? with different frequency?,"I wrote an Android application. Now, I want to make the device vibrate when a certain action occurs. How can I do this?","['java', 'android', 'kotlin', 'vibration', 'android-vibration']",2012-12-19
3949,"""/questions/183161/whats-the-best-way-to-break-from-nested-loops-in-javascript""",563,17,What's the best way to break from nested loops in JavaScript?,"What's the best way to break from nested loops in Javascript?

//Write the links to the page.
for (var x = 0; x < Args.length; x++)
{
   for (var Heading in Navigation.Headings)
   {
      for (var ...","['javascript', 'loops', 'nested-loops', 'break']",2008-10-08
3950,"""/questions/11706215/how-can-i-fix-the-git-error-object-file-is-empty""",563,27,"How can I fix the Git error ""object file ... is empty""?","When I try to commit changes, I get this error:
error: object file .git/objects/31/65329bb680e30595f242b7c4d8406ca63eeab0 is empty
fatal: loose object 3165329bb680e30595f242b7c4d8406ca63eeab0 (stored ...",['git'],2012-07-29
3951,"""/questions/10204480/sql-server-the-backup-set-holds-a-backup-of-a-database-other-than-the-existing""",563,26,SQL-Server: The backup set holds a backup of a database other than the existing,"I am trying to restore a SQL Server backup file for my database, but it is throwing an error as follow:
  The backup set holds a backup of a database other than the existing 
My database in SQL ...",['sql-server'],2012-04-18
3952,"""/questions/150505/capturing-url-parameters-in-request-get""",563,16,Capturing URL parameters in request.GET,"I am currently defining regular expressions in order to capture parameters in a URL, as described in the tutorial. How do I access parameters from the URL as part the HttpRequest object?
My ...","['django', 'url', 'rest']",2008-09-29
3953,"""/questions/21871479/docker-cant-connect-to-docker-daemon""",563,42,Docker can't connect to docker daemon,"After I update my Docker version to 0.8.0, I get an error message while entering sudo docker version:

Client version: 0.8.0
Go version (client): go1.2
Git commit (client): cc3a8c8
2014/02/19 12:54:16 ...","['linux', 'docker']",2014-02-19
3954,"""/questions/19412/how-to-request-a-random-row-in-sql""",563,30,How to request a random row in SQL?,How can I request a random row (or as close to truly random as is possible) in pure SQL?,"['sql', 'random']",2008-08-21
3955,"""/questions/10840533/most-pythonic-way-to-delete-a-file-which-may-not-exist""",563,12,Most pythonic way to delete a file which may not exist,"I want to delete the file filename if it exists.  Is it proper to say

if os.path.exists(filename):
    os.remove(filename)
Is there a better way? A one-line way?",['python'],2012-05-31
3956,"""/questions/4709175/what-are-enums-and-why-are-they-useful""",563,27,What are enums and why are they useful?,"Today I was browsing through some questions on this site and I found a mention of an enum being used in singleton pattern about purported thread-safety benefits to such solution.
I have never used ...","['java', 'enums']",2011-01-17
3957,"""/questions/1237725/copying-postgresql-database-to-another-server""",563,12,Copying PostgreSQL database to another server,"I'm looking to copy a production PostgreSQL database to a development server. What's the quickest, easiest way to go about doing this?","['database', 'postgresql']",2009-08-06
3958,"""/questions/19339/transpose-unzip-function-inverse-of-zip""",563,13,Transpose/Unzip Function (inverse of zip)?,"I have a list of 2-item tuples and I'd like to convert them to 2 lists where the first contains the first item in each tuple and the second list holds the second item.

For example:

original = [('a', ...","['python', 'list', 'matrix', 'transpose']",2008-08-21
3959,"""/questions/86513/why-is-using-the-javascript-eval-function-a-bad-idea""",563,25,Why is using the JavaScript eval function a bad idea?,"The eval function is a powerful and easy way to dynamically generate code, so what are the caveats?","['javascript', 'security', 'eval']",2008-09-17
3960,"""/questions/2642613/what-is-related-name-used-for""",563,6,What is related_name used for?,"What is the related_name argument useful for on ManyToManyField and ForeignKey fields? For example, given the following code, what is the effect of related_name='maps'?

class Map(db.Model):
    ...","['python', 'django', 'foreign-keys', 'many-to-many']",2010-04-15
3961,"""/questions/8527597/how-do-i-ignore-files-in-a-directory-in-git""",563,10,How do I ignore files in a directory in Git?,"What is the proper syntax for the .gitignore file to ignore files in a directory?

Would it be

config/databases.yml
cache/*
log/*
data/sql/*
lib/filter/base/*
lib/form/base/*
lib/model/map/*
lib/...","['git', 'gitignore']",2011-12-15
3962,"""/questions/3077866/large-scale-design-in-haskell""",563,8,Large-scale design in Haskell? [closed],"What is a good way to design/structure large functional programs, especially in Haskell?

I've been through a bunch of the tutorials (Write Yourself a Scheme being my favorite, with Real World Haskell ...","['haskell', 'functional-programming', 'monads', 'large-scale']",2010-06-20
3963,"""/questions/338768/python-error-importerror-no-module-named""",563,33,"Python error ""ImportError: No module named""","Python is installed in a local directory.  

My directory tree looks like this:

(local directory)/site-packages/toolkit/interface.py
My code is in here:

(local directory)/site-packages/toolkit/...","['python', 'importerror', 'python-import']",2008-12-03
3964,"""/questions/47752/remove-duplicates-from-a-listt-in-c-sharp""",562,31,Remove duplicates from a List<T> in C#,Anyone have a quick method for de-duplicating a generic List in C#?,"['c#', 'list', 'generics', 'duplicates']",2008-09-06
3965,"""/questions/7055393/center-image-using-text-align-center""",562,26,Center image using text-align center?,"Is the property text-align: center; a good way to center an image using CSS?

img {
    text-align: center;
}","['html', 'css']",2011-08-14
3966,"""/questions/4186062/sqlalchemy-order-by-descending""",562,6,SQLAlchemy ORDER BY DESCENDING?,"How can I use ORDER BY descending in a SQLAlchemy query like the following?

This query works, but returns them in ascending order:

query = (model.Session.query(model.Entry)
        .join(model....","['python', 'sqlalchemy']",2010-11-15
3967,"""/questions/7438612/how-to-remove-the-last-character-from-a-string""",562,38,How to remove the last character from a string?,"I want to remove the last character from a string. I've tried doing this:

public String method(String str) {
    if (str.charAt(str.length()-1)=='x'){
        str = str.replace(str.substring(str....","['java', 'string']",2011-09-15
3968,"""/questions/34913675/how-to-iterate-keys-values-in-javascript""",562,11,"How to iterate (keys, values) in JavaScript? [duplicate]","I have a dictionary that has the format of
dictionary = {0: {object}, 1:{object}, 2:{object}}

How can I iterate through this dictionary by doing something like
for ((key, value) in dictionary) {
    /...","['javascript', 'dictionary', 'object', 'iterator']",2016-01-21
3969,"""/questions/19431234/converting-between-java-time-localdatetime-and-java-util-date""",562,9,Converting between java.time.LocalDateTime and java.util.Date,"Java 8 has a completely new API for date and time. One of the most useful classes in this API is LocalDateTime, for holding a timezone-independent date-with-time value. 

There are probably millions ...","['java', 'datetime', 'java-8', 'java-time']",2013-10-17
3970,"""/questions/3097866/access-an-arbitrary-element-in-a-dictionary-in-python""",562,13,Access an arbitrary element in a dictionary in Python,"If a mydict is not empty, I access an arbitrary element as:

mydict[mydict.keys()[0]]
Is there any better way to do this?","['python', 'dictionary']",2010-06-22
3971,"""/questions/3153546/how-does-autowiring-work-in-spring""",562,11,How does autowiring work in Spring?,"I'm a little confused as to how the inversion of control (IoC) works in Spring.

Say I have a service class called UserServiceImpl that implements UserService interface.

How would this be @Autowired?
...","['java', 'spring', 'spring-mvc', 'ioc-container', 'autowired']",2010-06-30
3972,"""/questions/432922/significant-new-inventions-in-computing-since-1980""",561,129,Significant new inventions in computing since 1980,"This question arose from comments about different kinds of progress in computing over the last 50 years or so.

I was asked by some of the other participants to raise it as a question to the whole ...",['innovation'],2010-06-30
3973,"""/questions/28290332/how-to-create-custom-helper-functions-in-laravel""",561,22,How to create custom helper functions in Laravel,"I would like to create helper functions to avoid repeating code between views in Laravel. For example:
view.blade.php
<p>Foo Formated text: {{ fooFormatText($text) }}</p>

They're ...","['php', 'laravel', 'laravel-helper']",2015-02-03
3974,"""/questions/1378765/how-do-i-create-a-basic-uibutton-programmatically""",561,34,How do I create a basic UIButton programmatically?,"How can I create a basic UIButton programmatically? For example in my view controller, when executing the viewDidLoad method, three UIButtons will be created dynamically and its layout or properties ...","['ios', 'objective-c', 'cocoa-touch', 'uibutton', 'programmatically-created']",2009-09-04
3975,"""/questions/28098/php-equivalent-of-net-javas-tostring""",561,25,PHP equivalent of .NET/Java's toString(),"How do I convert the value of a PHP variable to string?

I was looking for something better than concatenating with an empty string:

$myText = $myVar . '';
Like the ToString() method in Java or .NET....","['php', 'string']",2008-08-26
3976,"""/questions/6784463/error-trustanchors-parameter-must-be-non-empty""",561,45,Error - trustAnchors parameter must be non-empty,"I'm trying to configure my e-mail on Jenkins/Hudson, and I constantly receive the error:

java.security.InvalidAlgorithmParameterException: the trustAnchors parameter must be
    non-empty
I've seen ...","['java', 'hudson', 'jakarta-mail', 'jenkins']",2011-07-22
3977,"""/questions/11659005/how-to-resize-a-virtualbox-vmdk-file""",561,15,How to resize a VirtualBox vmdk file [closed],"I've run out of space on a virtual machine disk which is a vmdk and need to resize the virtual image. Resizing with the command 

vboxmanage modifyhd Machine-disk1.vmdk --resize 30720
gives the error ...",['virtualbox'],2012-07-25
3978,"""/questions/38561/what-is-the-argument-for-printf-that-formats-a-long""",561,7,What is the argument for printf that formats a long?,"The printf function takes an argument type, such as %d or %i for a signed int. However, I don't see anything for a long value.","['c', 'printf', 'long-integer']",2008-09-01
3979,"""/questions/5213339/how-to-see-indexes-for-a-database-or-table-in-mysql""",561,14,How to see indexes for a database or table in MySQL?,"How do I see if my database has any indexes on it?

How about for a specific table?","['mysql', 'indexing', 'database-schema']",2011-03-06
3980,"""/questions/6002256/is-it-possible-to-force-excel-recognize-utf-8-csv-files-automatically""",561,28,Is it possible to force Excel recognize UTF-8 CSV files automatically?,I'm developing a part of an application that's responsible for exporting some data into CSV files. The application always uses UTF-8 because of its multilingual nature at all levels. But opening such ...,"['excel', 'csv', 'utf-8']",2011-05-14
3981,"""/questions/21053657/how-to-run-travis-ci-locally""",561,10,How to run travis-ci locally,"I've just joined a project, and I'm new to travis-ci.  I'd rather not have to push every little change to .travis.yml and every little change I make to the source in order to run the build.  With ...",['travis-ci'],2014-01-10
3982,"""/questions/391979/how-to-get-clients-ip-address-using-javascript""",560,48,How to get client's IP address using JavaScript?,"I need to somehow retrieve the client's IP address using JavaScript; no server side code, not even SSI.

However, I'm not against using a free 3rd party script/service.","['javascript', 'jquery', 'ip-address']",2008-12-24
3983,"""/questions/767372/string-equals-versus""",560,20,String.equals versus == [duplicate],"This code separates a string into tokens and stores them in an array of strings, and then compares a variable with the first home ... why isn't it working?

public static void main(String...aArguments)...","['java', 'string']",2009-04-20
3984,"""/questions/1939953/how-to-find-if-a-given-key-exists-in-a-c-stdmap""",560,14,How to find if a given key exists in a C++ std::map,"I'm trying to check if a given key is in a map and somewhat can't do it:

typedef map<string,string>::iterator mi;
map<string, string> m;
m.insert(make_pair(""f"",""++--""));
pair<mi,mi> ...","['c++', 'dictionary', 'stl']",2009-12-21
3985,"""/questions/2471935/how-to-load-an-imageview-by-url-in-android""",560,23,How to load an ImageView by URL in Android? [closed],How do you use an image referenced by URL in an ImageView?,"['android', 'bitmap', 'imageview']",2010-03-18
3986,"""/questions/26153686/how-do-i-run-a-command-on-an-already-existing-docker-container""",560,19,How do I run a command on an already existing Docker container?,"I created a container with -d so it's not interactive.

docker run -d shykes/pybuilder bin/bash
I see that the container has exited:

CONTAINER ID        IMAGE                     COMMAND             ...",['docker'],2014-10-02
3987,"""/questions/153877/what-is-the-difference-between-manualresetevent-and-autoresetevent-in-net""",560,11,What is the difference between ManualResetEvent and AutoResetEvent in .NET?,"I have read the documentation on this and I think I understand. An AutoResetEvent resets when the code passes through event.WaitOne(), but a ManualResetEvent does not.

Is this correct?","['c#', '.net', 'multithreading', 'autoresetevent', 'manualresetevent']",2008-09-30
3988,"""/questions/40503417/how-can-i-add-a-file-to-the-last-commit-in-git""",560,2,How can I add a file to the last commit in Git? [duplicate],"Sometimes after I did a commit, I found out that I left out a file which should also be included in the commit, but was actually not. I often committed again:
git add the_left_out_file
git commit &...",['git'],2016-11-09
3989,"""/questions/6121094/how-do-i-run-a-program-with-commandline-arguments-using-gdb-within-a-bash-script""",560,8,How do I run a program with commandline arguments using GDB within a Bash script?,"When running a program on GDB, usually, the arguments for the program are given at the run command. Is there a way to run the program using GDB and as well as give arguments within a shell script?

I ...","['gdb', 'command-line-arguments']",2011-05-25
3990,"""/questions/4144686/how-can-i-write-a-test-which-expects-an-error-to-be-thrown-in-jasmine""",560,10,How can I write a test which expects an 'Error' to be thrown in Jasmine?,"I'm trying to write a test for the Jasmine Test Framework which expects an error. At the moment I'm using a Jasmine Node.js integration from GitHub.
In my Node.js module I have the following code:
...","['javascript', 'testing', 'node.js', 'jasmine']",2010-11-10
3991,"""/questions/4234985/how-to-for-each-the-hashmap""",559,7,How to for each the hashmap? [duplicate],"I have this field:

HashMap<String, HashMap> selects = new HashMap<String, HashMap>();
For each Hash<String, HashMap> I need to create a ComboBox, whose items are the value (which ...",['java'],2010-11-20
3992,"""/questions/2808535/round-a-double-to-2-decimal-places""",559,13,Round a double to 2 decimal places [duplicate],"If the value is 200.3456, it should be formatted to 200.34.
If it is 200, then it should be 200.00.","['java', 'double', 'rounding']",2010-05-11
3993,"""/questions/25981703/pip-install-fails-with-connection-error-ssl-certificate-verify-failed-certi""",559,50,"pip install fails with ""connection error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:598)""","I am very new to Python and trying to > pip install linkchecker on Windows 7. Some notes:

pip install is failing no matter the package. For example, > pip install scrapy also results in the SSL ...","['python', 'windows', 'ssl', 'pip']",2014-09-22
3994,"""/questions/2342162/stdstring-formatting-like-sprintf""",559,41,std::string formatting like sprintf,I have to format std::string with sprintf and send it into file stream. How can I do this?,"['c++', 'string', 'formatting', 'stdstring', 'c++-standard-library']",2010-02-26
3995,"""/questions/9146123/pretty-print-in-mongodb-shell-as-default""",559,8,Pretty print in MongoDB shell as default,"Is there a way to tell Mongo to pretty print output? Currently, everything is output to a single line and it's difficult to read, especially with nested arrays and documents.","['mongodb', 'command-line-interface', 'mongo-shell']",2012-02-05
3996,"""/questions/11774265/how-do-you-access-the-query-string-in-flask-routes""",559,12,How do you access the query string in Flask routes?,"How do you access query parameters or the query string in Flask routes? It's not obvious from the Flask documentation.
The example route /data below illustrates the context that I would like to access ...","['python', 'flask', 'query-string']",2012-08-02
3997,"""/questions/11404744/css-media-queries-max-width-or-max-height""",559,4,CSS media queries: max-width OR max-height,"When writing a CSS media query, is there any way you can specify multiple conditions with ""OR"" logic?

I'm attempting to do something like this:

/* This doesn't work */
@media screen and (max-width: ...","['css', 'media-queries']",2012-07-09
3998,"""/questions/1383143/how-to-prevent-line-breaks-in-list-items-using-css""",559,5,How to prevent line breaks in list items using CSS,I'm trying to put a link called Submit resume in a menu using a li tag. Because of the whitespace between the two words it wraps to two lines. How to prevent this wrapping with CSS?,"['html', 'css', 'word-wrap']",2009-09-05
3999,"""/questions/7609130/set-the-value-of-an-input-field""",559,18,Set the value of an input field,How would you set the default value of a form <input> text field in JavaScript?,"['javascript', 'html', 'forms', 'input', 'html-input']",2011-09-30
4000,"""/questions/18716863/css-hide-scroll-bar-if-not-needed""",559,6,CSS hide scroll bar if not needed,I am trying to figure out how I can hide the overflow-y:scroll; if not needed. What I mean is that I am building a website and I have a main area which posts will be displayed and I want to hide the ...,"['html', 'css']",2013-09-10
4001,"""/questions/11744975/enabling-https-on-express-js""",559,9,Enabling HTTPS on express.js,"I'm trying to get HTTPS working on express.js for node, and I can't figure it out.
This is my app.js code.
var express = require('express');
var fs = require('fs');

var privateKey = fs.readFileSync('...","['node.js', 'https', 'express']",2012-07-31
4002,"""/questions/12419619/whats-the-difference-between-ng-model-and-ng-bind""",559,8,What's the difference between ng-model and ng-bind,"I'm currently learning AngularJS and am having difficulty understanding the difference between ng-bind and ng-model.

Can anyone tell me how they differ and when one should be used over the other?","['angularjs', 'angular-ngmodel', 'ng-bind']",2012-09-14
4003,"""/questions/25311541/how-to-vertically-align-text-inside-a-flexbox""",559,12,How to vertically align text inside a flexbox?,"I would like to use flexbox to vertically align some content inside an <li> but not having great success.

I've checked online and many of the tutorials actually use a wrapper div which gets the ...","['html', 'css', 'flexbox']",2014-08-14
4004,"""/questions/184537/in-what-cases-do-i-use-malloc-and-or-new""",559,20,In what cases do I use malloc and/or new?,I see in C++ there are multiple ways to allocate and free data and I understand that when you call malloc you should call free and when you use the new operator you should pair with delete and it is a ...,"['c++', 'memory-management', 'malloc', 'new-operator']",2008-10-08
4005,"""/questions/430142/what-algorithms-compute-directions-from-point-a-to-point-b-on-a-map""",559,18,What algorithms compute directions from point A to point B on a map?,"How do map providers (such as Google or Yahoo! Maps) suggest directions?

I mean, they probably have real-world data in some form, certainly including distances but also perhaps things like driving ...","['algorithm', 'path-finding']",2009-01-09
4006,"""/questions/1365541/how-to-move-some-files-from-one-git-repo-to-another-not-a-clone-preserving-hi""",559,17,"How to move some files from one git repo to another (not a clone), preserving history","Our Git repositories started out as parts of a single monster SVN repository where the individual projects each had their own tree like so:

project1/branches
        /tags
        /trunk
project2/...","['git', 'repository']",2009-09-02
4007,"""/questions/6656619/git-and-nasty-error-cannot-lock-existing-info-refs-fatal""",558,34,"Git and nasty ""error: cannot lock existing info/refs fatal""","After cloning from remote git repository (at bettercodes)
I made some changes, commited 
and tried to push: 

git push origin master
Errors with:
  error: cannot lock existing info/refs
  fatal: git-...",['git'],2011-07-11
4008,"""/questions/997946/how-to-get-current-time-and-date-in-c""",558,25,How to get current time and date in C++?,Is there a cross-platform way to get the current date and time in C++?,"['c++', 'date', 'time', 'cross-platform']",2009-06-15
4009,"""/questions/4220126/run-javascript-function-when-user-finishes-typing-instead-of-on-key-up""",558,33,Run javascript function when user finishes typing instead of on key up?,I want to trigger an ajax request when the user has finished typing in a text box. I don't want it to run the function on every time the user types a letter because that would result in A LOT of ajax ...,"['javascript', 'jquery', 'keyboard']",2010-11-18
4010,"""/questions/1727881/how-to-use-the-pi-constant-in-c""",558,25,How to use the PI constant in C++,"I want to use the PI constant and trigonometric functions in some C++ program. I get the trigonometric functions with include <math.h>. However, there doesn't seem to be a definition for PI in ...","['c++', 'trigonometry']",2009-11-13
4011,"""/questions/7452341/what-does-void-0-mean""",558,3,What does `void 0` mean? [duplicate],"Reading through the Backbone.js source code, I saw this:

validObj[attr] = void 0;
What is void 0? What is the purpose of using it here?","['javascript', 'backbone.js']",2011-09-17
4012,"""/questions/23177439/python-checking-if-a-dictionary-is-empty-doesnt-seem-to-work""",558,9,Python: Checking if a 'Dictionary' is empty doesn't seem to work,"I am trying to check if a dictionary is empty but it doesn't behave properly. It just skips it and displays ONLINE without anything except of display the message. Any ideas why ?
def isEmpty(self, ...","['python', 'dictionary']",2014-04-20
4013,"""/questions/1608548/how-to-trigger-a-phone-call-when-clicking-a-link-in-a-web-page-on-mobile-phone""",558,7,How to trigger a phone call when clicking a link in a web page on mobile phone,"I need to build a web page for mobile devices. There's only one thing I still haven't figured out: how can I trigger a phone call through the click of text?

Is there a special URL I could enter like ...","['html', 'phone-call', 'mobile-phones', 'url-protocol']",2009-10-22
4014,"""/questions/2157554/how-to-handle-command-line-arguments-in-powershell""",558,1,How to handle command-line arguments in PowerShell,"What is the ""best"" way to handle command-line arguments?

It seems like there are several answers on what the ""best"" way is and as a result I am stuck on how to handle something as simple as:

script....","['powershell', 'command-line-arguments']",2010-01-28
4015,"""/questions/5066041/moving-committed-but-not-pushed-changes-to-a-new-branch-after-pull""",558,10,moving committed (but not pushed) changes to a new branch after pull,"I've done a fair bit of work (""Your branch is ahead of 'origin/master' by 37 commits."") which really should have gone into its own branch rather than into master.  These commits only exist on my local ...",['git'],2011-02-21
4016,"""/questions/790932/how-to-wrap-text-in-latex-tables""",558,9,How to wrap text in LaTeX tables?,I am creating a report in LaTeX which involves a few tables. I'm stuck on that as my cell data in the table is exceeding the width of the page. Can I somehow wrap the text so that it falls into the ...,"['text', 'latex', 'word-wrap']",2009-04-26
4017,"""/questions/383692/what-is-json-and-what-is-it-used-for""",558,17,What is JSON and what is it used for?,"I've looked on Wikipedia and Googled it and read the official documentation, but I still haven't got to the point where I really understand what JSON is, and why I'd use it.
I have been building ...",['json'],2008-12-20
4018,"""/questions/4264127/correct-format-specifier-for-double-in-printf""",558,5,Correct format specifier for double in printf,"What is the correct format specifier for double in printf? Is it %f or is it %lf? I believe it's %f, but I am not sure.
Code sample
#include <stdio.h>

int main()
{
   double d = 1.4;
   printf(&...","['c', 'floating-point', 'printf', 'double', 'format-specifiers']",2010-11-24
